,Date,Open,High,Low,Close,Adj Close,Volume,NSE,SPY,DJ,NASDAQ,pcod,hld,rsi,bbul,bbll,stma,ltma,ema,scul,scll,stma_cut_ltma_b,stma_pr_cut_ltma_a,close_pr_cut_stma_b,close_pr_cut_stma_a,close_pr_cut_ltma_b,close_pr_cut_ltma_a,dr_stock,dr_nse,dr_spy,dr_dj,dr_nasdaq,vwap,price_movmnt,beta,ds,TS_close_pr
10,2015-01-11,2455.0,2468.899902,2350.0,2375.850098,2229.105957,245974.0,8284.5,2044.810059,17737.369141,4704.069824,79.14990200000011,118.89990200000011,,,,2428.2600098,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2375.85,1.0,,2015-01-11,2424.32070884133
11,2015-01-12,2385.0,2396.0,2323.100098,2334.0,2189.840576,203022.0,8323.0,2028.2600100000002,17640.839844,4664.709961,9.149902000000111,72.89990200000011,,,,2416.4850097999997,,,0,0,0,0,0,0,0,0,-0.017614856250639965,0.004647232784114941,-0.00809368524335874,-0.005442142869816813,-0.008367193615874458,2334.0,0.0,-3.7904,2015-01-12,2419.4638991183306
12,2015-01-13,2340.0,2355.149902,2313.800049,2324.100098,2180.55249,161658.0,8299.400391,2023.030029,17613.679688,4661.5,6.0,41.34985300000017,,,,2403.7200196,,,0,0,0,0,0,0,0,0,-0.0042414439214409905,-0.002835469061636564,-0.0025785554979216307,-0.0015396180816887872,-0.0006881373176117478,2324.1,0.0,1.4959,2015-01-13,2414.474493247036
13,2015-01-14,2318.300049,2369.899902,2318.300049,2363.449951,2217.47168,217775.0,8277.549805,2011.27002,17427.089844,4639.319824,-5.8000489999999445,51.59985300000017,28.2189729157692,,,2394.8900146999995,,,0,0,0,0,0,0,0,0,0.016931117305963195,-0.0026327909211000255,-0.005813066949783785,-0.010593461860619824,-0.004758162823125578,2363.45,1.0,-6.4309,2015-01-14,2410.4674043987443
14,2015-01-15,2380.100098,2437.350098,2357.75,2417.949951,2268.605469,726566.0,8494.150391,1992.6700440000002,17320.710938,4570.819824,16.650146999999833,79.60009799999989,43.42921465142575,,,2390.6150147,,,0,0,0,0,1,0,0,0,0.023059500358534546,0.026167234399382622,-0.009247876125553667,-0.00610422663521315,-0.01476509544473259,2417.95,1.0,0.8812,2015-01-15,2407.9087879969493
15,2015-01-16,2420.0,2442.0,2393.800049,2420.149902,2270.669678,270014.0,8513.799805,2019.4200440000002,17511.570313,4634.379883,2.0500489999999445,48.199951000000056,43.908988120605336,,,2388.4800048999996,,,0,0,0,0,0,0,0,0,0.0009099021527572138,0.0023132877445659616,0.01342419939545203,0.01101914209429311,0.013905614626563256,2420.15,1.0,0.3933,2015-01-16,2405.1968847289463
16,2015-01-17,2420.0,2442.0,2393.800049,2420.149902,2270.669678,270014.0,8513.799805,2019.4200440000002,17511.570313,4634.379883,-0.149902000000111,48.199951000000056,43.908988120605336,,,2385.775,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2420.15,1.0,,2015-01-17,2400.471259725718
17,2015-01-18,2420.0,2442.0,2393.800049,2420.149902,2270.669678,270014.0,8513.799805,2019.4200440000002,17511.570313,4634.379883,-0.149902000000111,48.199951000000056,43.908988120605336,,,2382.75,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2420.15,1.0,,2015-01-18,2395.732220194956
18,2015-01-19,2420.100098,2420.100098,2399.5,2403.899902,2255.42334,368777.0,8550.700195,2019.4200440000002,17511.570313,4634.379883,-0.049804000000222004,20.60009799999989,39.35130037626889,,,2385.5549804,,2411.219055774842,0,0,0,0,0,0,0,0,-0.006714467607384145,0.004334185774291788,0.0,0.0,0.0,2403.9,0.0,-1.5492,2015-01-19,2390.868795447778
19,2015-01-20,2407.0,2417.600098,2375.25,2404.25,2255.751709,197434.0,8695.599609,2022.550049,17515.230469,4654.850098,3.100097999999889,42.35009799999989,42.485362333112924,2495.124,2329.121,2388.3949706000003,2412.1224852999994,2410.555336177238,0,0,0,0,0,0,0,0,0.00014559084947673995,0.016945912111937966,0.0015499524278266286,0.00020901357985469993,0.0044170343210512275,2404.25,1.0,0.0086,2015-01-20,2385.9951622788753
20,2015-01-21,2420.0,2456.5,2399.449951,2446.649902,2295.532959,201858.0,8729.5,2032.119995,17554.279297,4667.419922,15.75,57.050048999999944,49.90334741653915,2494.386,2329.349,2395.4749510000006,2411.8674803999993,2413.992913874644,0,0,0,0,0,0,1,0,0.017635473727574125,0.0038985685317103336,0.004731623825443343,0.0022294213067373114,0.0027003713836888377,2446.65,1.0,4.5236,2015-01-21,2382.1834639743724
