date,open,high,low,close,adj close,volume,vwap,nse,spy,dj,nasdaq,pcod,hld,rsi,bbul,bbll,stma,ltma,ema,scul,scll,stma_cut_ltma_b,stma_cut_ltma_a,close_pr_cut_stma_b,close_pr_cut_stma_a,close_pr_cut_ltma_b,close_pr_cut_ltma_a,dr_stock,dr_nse,dr_spy,dr_dj,dr_nasdaq,price_movmnt,beta,ds,ts_close_pr,close_-1_s,tr,atr,wr_10,rsv_9,kdjk_9,kdjk,kdjd_9,kdjd,kdjj_9,kdjj,close_12_ema,close_26_ema,macd,macds,macdh
2015-01-01,619.0,621.900024,615.049988,618.525024,585.755859,713338.0,1236.29,8395.450195,2058.199951,17832.990234,4726.810059,,6.8500360000000455,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,2015-01-01,627.1618717932965,,,,49.269814056451345,50.730185943548655,50.24339531451621,50.24339531451621,50.0811317715054,50.0811317715054,50.56792240053784,50.56792240053784,618.525024,618.525024,0.0,0.0,0.0
2015-01-02,615.125,621.849976,611.25,612.325012,579.884277,1279856.0,1232.51,8395.450195,2058.199951,17832.990234,4726.810059,-3.4000240000000304,10.59997599999997,,,,,,,0,0,0,0,0,0,0,0,-0.010023940708034806,0.0,0.0,0.0,0.0,0.0,,2015-01-02,627.7324212656954,618.525024,10.59997599999997,10.59997599999997,89.90601335734067,10.093986642659322,36.860259090563915,36.860259090563915,45.67417421119157,45.67417421119157,19.232428849308604,19.232428849308604,615.1666841666666,615.305787,-0.13910283333336793,-0.07727935185187107,-0.12364696296299371
2015-01-03,615.125,621.849976,611.25,612.325012,579.884277,1279856.0,1232.51,8395.450195,2058.199951,17832.990234,4726.810059,2.799987999999985,10.59997599999997,,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,2015-01-03,627.4514038884903,612.325012,10.59997599999997,10.59997599999997,89.90601335734067,10.093986642659322,27.938168274595714,27.938168274595714,39.76217223232628,39.76217223232628,4.290160359134589,4.290160359134589,614.0575788637414,614.2348234834894,-0.17724461974808037,-0.11824872394048144,-0.11799179161519785
2015-01-04,615.125,621.849976,611.25,612.325012,579.884277,1279856.0,1232.51,8395.450195,2058.199951,17832.990234,4726.810059,2.799987999999985,10.59997599999997,,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,2015-01-04,627.2267639681115,612.325012,10.59997599999997,10.59997599999997,89.90601335734067,10.093986642659322,21.990107730616916,21.990107730616916,33.83815073175649,33.83815073175649,-1.7059782716622323,-1.7059782716622323,613.5106752143679,613.7009236506648,-0.19024843629688348,-0.14263887040267725,-0.09521913178841246
2015-01-05,610.049988,624.0,608.5,609.224976,576.948486,1456708.0,1229.19,8378.400391,2020.5799559999998,17501.650391,4652.569824,-2.2750240000000304,15.5,,,,,,,0,0,0,0,0,0,0,0,-0.0050627187465542844,-0.0020308385618384994,-0.01827810508970329,-0.01858016174809962,-0.0157062022956993,0.0,2.4929,2015-01-05,627.4139348613055,612.325012,15.5,11.964325655606268,95.32273548387117,4.677264516128837,16.219159992454223,16.219159992454223,27.965153818655736,27.965153818655736,-7.272827659948803,-7.272827659948803,612.3462660548131,612.6629329289868,-0.31666687417373396,-0.19440826705042139,-0.24451721424662515
2015-01-06,607.5,612.174988,600.5,605.825012,573.7286379999999,2579114.0,1212.61,8127.350098000001,2002.609985,17371.640625,4592.740234000001,-1.7249759999999696,11.674987999999985,,,,,,,0,0,0,0,0,0,0,0,-0.005580824073780577,-0.02996398850425841,-0.008893471870112801,-0.007428428925014718,-0.012859471703438374,0.0,0.1863,2015-01-06,627.6222132995241,609.224976,11.674987999999985,11.897580152500117,77.34037446808503,22.65962553191496,18.36598183894113,18.36598183894113,24.765429825417534,24.765429825417534,5.567085865988325,5.567085865988325,610.7612582375925,611.2933519042117,-0.5320936666191756,-0.2859397852785727,-0.4923077626812057
2015-01-07,606.0,615.700012,601.25,612.075012,579.647461,2189814.0,1222.17,8102.100098000001,2025.9000239999998,17584.519531,4650.470215,0.17498799999998482,14.450012000000015,,,,,,,0,0,0,0,0,0,0,0,0.010316415475847496,-0.0031067936898908632,0.011629842642575161,0.012254392696429806,0.012569833706819633,1.0,-3.3206,2015-01-07,628.2308816859043,605.825012,14.450012000000015,12.405496455533973,50.744629787233976,49.25537021276602,28.66244463021609,28.66244463021609,26.064434760350384,26.064434760350384,33.858464369947505,33.858464369947505,611.0544177932002,611.432366100229,-0.3779483070288734,-0.3092246875695698,-0.13744723891860722
2015-01-08,615.0,623.375,615.0,618.799988,586.0162349999999,1672412.0,1239.18,8234.599609,2062.139893,17907.869141,4736.189941,2.924987999999985,8.375,,,,,,,0,0,0,0,0,0,0,0,0.010987323206786082,0.016353724268687753,0.01788828104579765,0.018388310776985328,0.018432485756711747,1.0,0.6719,2015-01-08,626.7905148114111,612.075012,11.299987999999985,12.210395828543332,22.127710638297938,77.87228936170206,45.06572620737808,45.06572620737808,32.39819857602628,32.39819857602628,70.40078147008167,70.40078147008167,612.6707989120634,612.6194725456177,0.05132636644577815,-0.22257748912560812,0.5478077111427726
2015-01-09,621.400024,623.0,612.599976,619.099976,586.300354,1532294.0,1234.9,8284.5,2044.810059,17737.369141,4704.069824,2.6000360000000455,10.40002400000003,,,,,,,0,0,0,0,0,0,0,0,0.0004848312777547825,0.00605984423886996,-0.008403811040573306,-0.009520954093284129,-0.006781847307673172,1.0,0.08,2015-01-09,627.8455098706653,618.799988,10.40002400000003,11.921273446671378,20.851165957446938,79.14883404255306,56.4267621524364,56.4267621524364,40.407719768162984,40.407719768162984,88.46484692098325,88.46484692098325,613.9427189735909,613.5800254236414,0.3626935499495403,-0.0873769755546515,0.9001410510083836
2015-01-10,621.400024,623.0,612.599976,619.099976,586.300354,1532294.0,1234.9,8284.5,2044.810059,17737.369141,4704.069824,2.3000480000000607,10.40002400000003,,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,2015-01-10,628.0361405184964,619.099976,10.40002400000003,11.6980314936341,20.851165957446938,79.14883404255306,64.00078611580861,64.00078611580861,48.27207521737819,48.27207521737819,95.45820791266945,95.45820791266945,614.9200171757564,614.3417248792229,0.5782922965335047,0.06177158344130915,1.033041426184391
