date,open,high,low,close,adj close,volume,vwap,nse,spy,dj,nasdaq,pcod,hld,rsi,bbul,bbll,stma,ltma,ema,scul,scll,stma_cut_ltma_b,stma_cut_ltma_a,close_pr_cut_stma_b,close_pr_cut_stma_a,close_pr_cut_ltma_b,close_pr_cut_ltma_a,dr_stock,dr_nse,dr_spy,dr_dj,dr_nasdaq,price_movmnt,beta,ds,ts_close_pr,close_-1_s,tr,atr,wr_10,rsv_9,kdjk_9,kdjk,kdjd_9,kdjd,kdjj_9,kdjj,close_12_ema,close_26_ema,macd,macds,macdh
2015-01-01,319.0,322.5,316.25,319.549988,316.062469,1456204.0,319.63,8395.450195,2058.199951,17832.990234,4726.810059,,6.25,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,2015-01-01,326.0835431337868,,,,47.20019200000024,52.79980799999976,50.93326933333324,50.93326933333324,50.31108977777774,50.31108977777774,52.17762844444425,52.17762844444425,319.549988,319.549988,0.0,0.0,0.0
2015-01-02,319.350006,325.799988,318.049988,319.350006,315.86465499999997,2894058.0,321.61,8395.450195,2058.199951,17832.990234,4726.810059,-0.19998199999997723,7.75,,,,,,,0,0,0,0,0,0,0,0,-0.0006258699447166949,0.0,0.0,0.0,0.0,0.0,,2015-01-02,326.8613061199789,319.549988,7.75,7.75,67.53916339999576,32.460836600004235,44.7757917555569,44.7757917555569,48.465990437037455,48.465990437037455,37.395394392595804,37.395394392595804,319.4416644166667,319.44615119230764,-0.004486775640941687,-0.002492653133856493,-0.0039882450141703885
2015-01-03,319.350006,325.799988,318.049988,319.350006,315.86465499999997,2894058.0,321.61,8395.450195,2058.199951,17832.990234,4726.810059,0.0,7.75,,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,2015-01-03,327.5298383548421,319.350006,7.75,7.75,67.53916339999576,32.460836600004235,40.67080670370601,40.67080670370601,45.867595859260305,45.867595859260305,30.277228392597436,30.277228392597436,319.4058901154734,319.411607158206,-0.00571704273255591,-0.00381412428086445,-0.0038058369033829205
2015-01-04,319.350006,325.799988,318.049988,319.350006,315.86465499999997,2894058.0,321.61,8395.450195,2058.199951,17832.990234,4726.810059,0.0,7.75,,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,2015-01-04,328.21354822269427,319.350006,7.75,7.75,67.53916339999576,32.460836600004235,37.93415000247209,37.93415000247209,43.22311390699757,43.22311390699757,27.356222193421132,27.356222193421132,319.3882496841954,319.39438616631634,-0.006136482120950859,-0.004600830866259575,-0.003071302509382569
2015-01-05,320.450012,327.5,319.350006,323.799988,320.266083,2099786.0,324.37,8378.400391,2020.5799559999998,17501.650391,4652.569824,1.1000060000000076,8.149993999999992,,,,,,,0,0,0,0,0,0,0,0,0.01393453787983967,-0.0020308385618384994,-0.01827810508970329,-0.01858016174809962,-0.0157062022956993,1.0,-6.8615,2015-01-05,329.0595608271983,319.350006,8.149993999999992,7.861373265956365,32.88899555555569,67.1110044444443,47.65976814979616,47.65976814979616,44.70199865459709,44.70199865459709,53.5753071401943,53.5753071401943,320.5869032171497,320.4160634028882,0.1708398142615124,0.04758879464771352,0.24650203922759778
2015-01-06,321.649994,331.450012,315.600006,321.850006,318.337372,3672197.0,323.73,8127.350098000001,2002.609985,17371.640625,4592.740234000001,-2.1499939999999924,15.850006000000008,,,,,,,0,0,0,0,0,0,0,0,-0.006022214347311872,-0.02996398850425841,-0.008893471870112801,-0.007428428925014718,-0.012859471703438374,0.0,0.201,2015-01-06,330.2746712111099,323.799988,15.850006000000008,9.704221234869184,60.56783827084988,39.43216172915012,44.91723267624747,44.91723267624747,44.77374332848055,44.77374332848055,45.20421137178133,45.20421137178133,320.89390364497274,320.7032706683738,0.19063297659891987,0.08636172105915596,0.20854251107952781
2015-01-07,321.950012,328.700012,317.399994,321.100006,317.595551,2981544.0,323.01,8102.100098000001,2025.9000239999998,17584.519531,4650.470215,0.10000600000000759,11.300018000000023,,,,,,,0,0,0,0,0,0,0,0,-0.002330298184405444,-0.0031067936898908632,0.011629842642575161,0.012254392696429806,0.012569833706819633,0.0,0.7501,2015-01-07,330.6555683782597,321.850006,11.300018000000023,10.021773765853531,65.2996976783479,34.700302321652096,41.51158922471568,41.51158922471568,43.68635862722559,43.68635862722559,37.16205041969586,37.16205041969586,320.93989466439996,320.7738279904821,0.16606667391783958,0.10653291829303509,0.11906751124960899
2015-01-08,326.0,337.299988,323.549988,334.549988,330.898743,2932673.0,330.87,8234.599609,2062.139893,17907.869141,4736.189941,4.899993999999992,13.75,,,,,,,0,0,0,0,0,0,0,0,0.041887211449004313,0.016353724268687753,0.01788828104579765,0.018388310776985328,0.018432485756711747,1.0,2.5613,2015-01-08,331.2199443865263,321.100006,16.199981999999977,11.112106720004018,12.672821571925741,87.32717842807426,56.78345229250187,56.78345229250187,48.05205651565101,48.05205651565101,74.2462438462036,74.2462438462036,323.7801113697265,322.9935087181959,0.7866026515305862,0.2699664639041867,1.0332723752527988
2015-01-09,339.899994,343.100006,327.350006,331.149994,327.535889,3543488.0,334.89,8284.5,2044.810059,17737.369141,4704.069824,5.350006000000008,15.75,,,,,,,0,0,0,0,0,0,0,0,-0.010162788681249313,0.00605984423886996,-0.008403811040573306,-0.009520954093284129,-0.006781847307673172,0.0,-1.6771,2015-01-09,331.9437823096094,334.549988,15.75,11.852793650080327,43.454589090909145,56.545410909090855,56.70410516469819,56.70410516469819,50.93607273200007,50.93607273200007,68.24017003009442,68.24017003009442,325.2381364700362,324.2024788957671,1.0356575742690666,0.4468449090116605,1.177625330514812
2015-01-10,339.899994,343.100006,327.350006,331.149994,327.535889,3543488.0,334.89,8284.5,2044.810059,17737.369141,4704.069824,8.75,15.75,,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,2015-01-10,332.4761487067077,331.149994,15.75,12.424705086990985,43.454589090909145,56.545410909090855,56.65120707949574,56.65120707949574,52.84111751449862,52.84111751449862,64.27138620948998,64.27138620948998,326.358431174354,325.1611683621551,1.1972628121989146,0.6149820810251029,1.1645614623476235
2015-01-11,339.899994,343.100006,327.350006,331.149994,327.535889,3543488.0,334.89,8284.5,2044.810059,17737.369141,4704.069824,8.75,15.75,,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,2015-01-11,332.94225922092903,331.149994,15.75,12.878508356170558,43.454589090909145,56.545410909090855,56.615941689360774,56.615941689360774,54.09939223945267,54.09939223945267,61.64904058917699,61.64904058917699,327.2351716387072,325.93792094464624,1.2972506940609492,0.7642585551181048,1.0659842778856887
2015-01-12,332.149994,335.75,325.549988,328.450012,324.865356,2990475.0,329.0,8323.0,2028.2600100000002,17640.839844,4664.709961,1.0,10.200012000000015,,,,,,,0,0,0,0,0,0,0,0,-0.008153405747850617,0.004647232784114941,-0.00809368524335874,-0.005442142869816813,-0.008367193615874458,0.0,-1.7545,2015-01-12,333.49228837994764,331.149994,10.200012000000015,12.535296740901698,53.272705454545424,46.727294545454576,53.31972597472537,53.31972597472537,53.83950348454357,53.83950348454357,52.28017095508898,52.28017095508898,327.45116626679476,326.24657091233695,1.2045953544578083,0.8588244326039536,0.6915418437077094
2015-01-13,330.200012,331.299988,320.75,323.0,319.474823,2688701.0,326.24,8299.400391,2023.030029,17613.679688,4661.5,1.75,10.549987999999985,,,,,,,0,0,0,0,0,0,0,0,-0.016593129739571277,-0.002835469061636564,-0.0025785554979216307,-0.0015396180816887872,-0.0006881373176117478,0.0,5.852,2015-01-13,334.338314002031,328.450012,10.549987999999985,12.294558966468893,73.09093090909093,26.909069090909064,44.516173680119934,44.516173680119934,50.73172688306902,50.73172688306902,32.08506727422174,32.08506727422174,326.67827470537384,325.8662357155522,0.8120389898216445,0.8489230074426726,-0.07376803524205622
2015-01-14,324.0,333.899994,322.649994,331.25,327.634766,2272652.0,328.02,8277.549805,2011.27002,17427.089844,4639.319824,1.0,11.25,,,,,,,0,0,0,0,0,0,0,0,0.025541740420652825,-0.0026327909211000255,-0.005813066949783785,-0.010593461860619824,-0.004758162823125578,1.0,-9.7014,2015-01-14,334.2676608960764,323.0,11.25,12.17390829673276,43.090930909090936,56.90906909090906,48.64713881704964,48.64713881704964,50.03686419439589,50.03686419439589,45.86768806235713,45.86768806235713,327.45669355605213,326.4708965156174,0.9857970404347043,0.877557157268477,0.21647976633245447
2015-01-15,334.0,337.299988,326.25,330.600006,326.991852,2140699.0,330.85,8494.150391,1992.6700440000002,17320.710938,4570.819824,2.75,11.049987999999985,,,,,,,0,0,0,0,0,0,0,0,-0.0019622887029028258,0.026167234399382622,-0.009247876125553667,-0.00610422663521315,-0.01476509544473259,0.0,-0.075,2015-01-15,334.31852363536217,331.25,11.049987999999985,12.049571280219538,45.45454545454545,51.36189041468155,49.552056016260266,49.552056016260266,49.87526146835068,49.87526146835068,48.905645112079426,48.905645112079426,327.9832522020445,326.9175650175169,1.0656871845276328,0.9165552874431423,0.29826379416898097
2015-01-16,329.799988,334.600006,326.0,330.850006,327.239166,1970666.0,330.87,8513.799805,2019.4200440000002,17511.570313,4634.379883,-0.8000180000000228,8.600006000000008,,,,,,,0,0,0,0,0,0,0,0,0.0007563307724254287,0.0023132877445659616,0.01342419939545203,0.01101914209429311,0.013905614626563256,1.0,0.327,2015-01-16,334.47498960280416,330.600006,8.600006000000008,11.682347826365403,47.66534739361209,45.190171313600565,48.09809444870703,48.09809444870703,49.28287246180279,49.28287246180279,45.72853842251551,45.72853842251551,328.45700587023435,327.32893064851623,1.1280752217181202,0.9600845130752407,0.33598141728575914
2015-01-17,329.799988,334.600006,326.0,330.850006,327.239166,1970666.0,330.87,8513.799805,2019.4200440000002,17511.570313,4634.379883,-1.0500180000000228,8.600006000000008,,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,2015-01-17,334.3937985096482,330.850006,8.600006000000008,11.365321443659717,54.80982868639944,45.190171313600565,47.12878673700487,47.12878673700487,48.56484388687014,48.56484388687014,44.25667243727433,44.25667243727433,328.8480060209915,327.6863505457822,1.1616554752092725,1.0013274130467644,0.3206561243250161
2015-01-18,329.799988,334.600006,326.0,330.850006,327.239166,1970666.0,330.87,8513.799805,2019.4200440000002,17511.570313,4634.379883,-1.0500180000000228,8.600006000000008,,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,2015-01-18,334.21343995600716,330.850006,8.600006000000008,11.089567262071872,54.80982868639944,45.190171313600565,46.4825815958701,46.4825815958701,47.870756456536796,47.870756456536796,43.70623187453671,43.70623187453671,329.17202591271166,327.9989141269728,1.173111785738854,1.0363145599929815,0.273594451491745
2015-01-19,332.049988,334.799988,326.600006,328.350006,324.766449,1362398.0,330.58,8550.700195,2019.4200440000002,17511.570313,4634.379883,1.1999819999999772,8.199981999999977,,,,,,327.0397388800394,0,0,0,0,0,0,0,0,-0.007556299052540627,0.004334185774291788,0.0,0.0,0.0,0.0,-1.7434,2015-01-19,334.09729364484565,330.850006,8.199981999999977,10.809348509628412,65.99550801015442,34.004491989845576,42.32321839386192,42.32321839386192,46.02157710231184,46.02157710231184,34.92650097696209,34.92650097696209,329.04003969862833,328.0327644637941,1.0072752348342533,1.0304217709206915,-0.04629307217287648
