Date,ADANIPORTS.NS,AMBUJACEM.NS,ASIANPAINT.NS,AUROPHARMA.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS,BHARTIARTL.NS,BOSCHLTD.NS,BPCL.NS,CIPLA.NS,COALINDIA.NS,DRREDDY.NS,EICHERMOT.NS,GAIL.NS,HCLTECH.NS,HDFC.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDPETRO.NS,HINDUNILVR.NS,IBULHSGFIN.NS,ICICIBANK.NS,INDUSINDBK.NS,INFRATEL.NS,INFY.NS,IOC.NS,ITC.NS,KOTAKBANK.NS,LT.NS,LUPIN.NS,M&M.NS,MARUTI.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TATAMOTORS.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,ULTRACEMCO.NS,UPL.NS,VEDL.NS,WIPRO.NS,YESBANK.NS,ZEEL.NS
2014-02-25,156.66821299999998,155.153,456.35897800000004,251.970215,228.33424399999998,2300.317871,133.260956,279.255157,9243.207031,88.765846,369.409973,189.36463899999998,2685.157471,4815.711426,175.648178,702.9032589999999,770.455811,646.674744,1746.393921,95.829025,30.121733000000003,515.0935059999999,155.682037,147.72293100000002,393.376312,155.170944,780.25177,37.757202,190.67111200000002,336.371704,664.386414,936.7822880000001,437.071442,1632.985229,104.65972099999999,155.671844,87.47683,375.288361,124.96376000000001,611.0186160000001,392.416321,312.851471,933.22467,422.59314000000006,1843.797729,178.189865,143.98185700000002,266.17514,48.246845,257.061462
2014-02-26,158.392548,156.902084,461.28945899999997,249.800369,228.795807,2300.317871,132.793396,280.325073,9263.205078,90.10289,369.95211800000004,187.710632,2747.264648,4910.190918,181.55728100000002,713.6582639999999,777.76709,652.745544,1768.917358,95.441048,30.885971,515.372192,154.812103,148.488846,386.684082,155.261215,785.325745,37.841125,194.698929,341.17526200000003,669.729797,943.2662960000001,446.70288099999993,1619.409546,104.298355,156.611694,87.385048,375.35778799999997,126.15862299999999,619.9511110000001,395.074768,303.089996,930.3425900000001,418.308411,1822.402466,176.361298,140.411392,269.210754,48.286755,259.637909
2014-02-28,164.797211,158.84033200000002,457.277405,255.57846099999998,1169.641846,2300.317871,134.81800800000002,279.741486,9174.43457,90.233932,378.823914,187.710632,2807.675537,5035.282715,182.56663500000002,714.973999,777.9570309999999,645.229309,1761.70813,102.182053,31.126959000000003,510.262634,151.490448,149.54943799999998,388.344879,162.349335,788.904663,37.894527000000004,194.04689,340.727203,677.669189,977.945496,451.24069199999997,1546.372803,101.542969,160.976074,86.742508,370.38052400000004,127.224907,636.335815,410.58444199999997,298.317657,970.2568970000001,428.944458,1817.560059,175.928223,142.537613,266.621521,48.677834000000004,261.24215699999996
2014-03-03,169.132706,158.745789,457.22900400000003,257.943329,1158.979736,2300.317871,136.315048,278.817413,9039.863281,89.91169000000001,371.23364300000003,187.979904,2730.149902,5081.077147999999,181.827805,682.800171,771.5476070000001,641.9530639999999,1752.035889,102.424545,31.750099,504.64212000000003,149.79007,147.536163,383.21582,169.39228799999998,783.417358,38.245476000000004,194.965424,333.484589,670.279358,965.468811,440.93789699999996,1539.755127,100.458878,160.56166100000002,86.92609399999999,371.977875,125.988533,616.990173,404.430573,299.619141,955.0366210000001,437.949463,1805.25647,174.48461899999998,139.970108,261.554779,48.326656,259.880981
2014-03-04,172.87695300000001,159.171249,459.790955,257.187592,238.820892,2300.317871,135.984756,279.49832200000003,9010.59668,90.747414,373.254425,190.133942,2716.138428,5315.243164,187.391983,672.249573,780.378357,647.252869,1770.4398190000002,110.183975,31.926443,515.5115969999999,152.004517,153.167007,401.72943100000003,171.830246,783.6863400000001,38.611683,196.416122,336.844574,681.974609,971.5598140000001,442.581726,1554.547485,102.852913,163.462402,89.45674100000001,376.399597,128.643799,611.364136,406.596313,305.215729,955.2837519999999,436.46823099999995,1855.4588620000002,175.687607,146.429016,262.58151200000003,51.152023,262.603271
2014-03-05,174.305695,160.25856000000002,458.824188,261.06399500000003,241.42410299999997,2300.317871,133.62553400000002,275.024017,8987.671875,92.489784,380.00683599999996,193.51889,2702.368896,5484.757813,184.65979,663.650024,785.41095,645.3739009999999,1768.1112059999998,112.269318,32.314461,512.0742799999999,152.874435,157.507935,406.370026,181.943207,788.254517,38.939739,197.393311,338.885437,686.035645,971.461548,439.224579,1581.7963869999999,103.03357700000001,166.03161599999999,89.642815,373.644714,130.82196000000002,615.608337,403.346649,308.860535,960.084351,437.35220300000003,1875.6187739999998,180.162827,146.388901,263.608276,52.907913,264.839386
2014-03-06,176.522705,164.324127,458.77584800000005,259.893799,1227.2907710000002,2300.317871,138.66996799999998,278.039307,9028.985352,95.748238,374.338715,197.78855900000002,2741.252686,5397.771484000001,188.967712,676.991638,795.570984,651.010864,1801.784546,117.16746499999999,33.325569,510.076904,160.50633200000001,162.457947,411.157166,186.548233,790.358337,40.351151,198.133331,342.14587400000005,697.730835,965.5180050000001,442.373322,1606.174316,105.42761200000001,170.64541599999998,90.805809,380.798096,130.888351,612.943298,402.21402,316.019043,955.335083,441.797729,1936.988281,181.221466,149.477951,261.085999,55.19854,266.15191699999997
2014-03-07,184.159042,172.218826,465.01144400000004,246.947861,259.729614,2300.317871,140.411499,293.65072599999996,9089.418945,99.770821,375.76806600000003,203.712189,2642.637695,5323.080078,190.93743899999998,675.1990969999999,805.446228,685.556213,1799.1424559999998,120.804695,34.148537,511.331024,163.630249,172.19252,433.87164299999995,185.509827,771.465149,40.778389000000004,200.26538100000002,354.192078,732.021667,949.308044,455.431305,1688.505005,105.111427,174.650894,92.108345,402.53619399999997,136.883453,604.3562009999999,402.855011,322.00631699999997,950.108032,421.76617400000003,1950.526978,182.08763100000002,149.477951,252.380859,60.003273,270.138123
2014-03-10,185.095108,172.691605,468.733551,247.60609399999998,263.375946,2300.317871,143.448425,296.81192000000004,9459.429688,99.97348000000001,370.050751,199.096359,2605.159668,5446.407715,187.663361,653.9387820000001,807.2978519999999,707.719116,1805.4116210000002,118.28288300000001,33.966324,517.648254,160.38771100000002,171.003479,457.856201,191.333832,757.295227,41.007267,198.755157,374.526184,755.381042,941.3995970000001,470.38775599999997,1752.782959,105.69863899999999,176.751038,92.015305,409.967407,140.409973,589.254761,389.954956,315.975342,913.502075,413.404327,1966.338745,182.135757,147.592438,248.76490800000002,60.961020999999995,274.07574500000004
2014-03-11,181.892792,174.251648,464.721466,237.634598,1308.525513,2300.317871,145.387268,294.769287,9176.823242,98.983063,371.578644,196.749985,2597.450684,5391.943359000001,182.443237,660.065125,810.051514,698.757507,1808.546021,113.86970500000001,33.713535,520.574768,158.015106,171.655136,462.69223,190.430878,758.069092,41.182739,197.80818200000002,370.444427,751.19751,946.409973,460.501678,1707.092407,106.060005,178.518799,91.968796,405.013275,152.487518,572.721985,391.87487799999997,298.273956,917.33905,409.30429100000003,1979.72937,182.616974,142.657974,249.925613,59.261013,272.374329
