,Date,Open,High,Low,Close,Adj Close,Volume,NSE,SPY,DJ,NASDAQ,pcod,hld,rsi,bbul,bbll,stma,ltma,ema,scul,scll,stma_cut_ltma_b,stma_pr_cut_ltma_a,stma_overlaps_ltma,close_pr_cut_stma_b,close_pr_cut_stma_a,close_pr_overlaps_stma,close_pr_cut_ltma_b,close_pr_cut_ltma_a,close_pr_overlaps_ltma,dr_stock,dr_nse,dr_spy,dr_dj,dr_nasdaq,vwap,price_movmnt,beta,ds,TS_close_pr
10,2015-01-11,818.5,868.400024,817.049988,864.599976,819.469421,3825060.0,8284.5,2044.810059,17737.369141,4704.069824,-46.09997599999997,51.350036000000046,,,,801.5599975999999,,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,864.6,1.0,,2015-01-11,852.8894561674482
11,2015-01-12,867.5,899.7999880000001,864.25,896.599976,849.799011,4338065.0,8323.0,2028.2600100000002,17640.839844,4664.709961,2.9000240000000304,35.5499880000001,,,,815.6249939999999,,,0,0,0,0,0,0,0,0,0,0,0,0.037011252918978554,0.004647232784114941,-0.00809368524335874,-0.005442142869816813,-0.008367193615874458,896.6,1.0,7.9641,2015-01-12,859.5024641397857
12,2015-01-13,899.9500119999999,908.650024,876.400024,884.5499880000001,838.3780519999999,3371700.0,8299.400391,2023.030029,17613.679688,4661.5,3.350035999999932,32.25,,,,828.4849916,,,0,0,0,0,0,0,0,0,0,0,0,-0.01343960024919355,-0.002835469061636564,-0.0025785554979216307,-0.0015396180816887872,-0.0006881373176117478,884.55,0.0,4.7398,2015-01-13,865.0032729770876
13,2015-01-14,888.7999880000001,934.5,886.0,924.0499880000001,875.816223,4578199.0,8277.549805,2011.27002,17427.089844,4639.319824,4.25,48.5,,,,845.2949892,,,0,0,0,0,0,0,0,0,0,0,0,0.04465547602384046,-0.0026327909211000255,-0.005813066949783785,-0.010593461860619824,-0.004758162823125578,924.05,1.0,-16.9613,2015-01-14,872.9844054724185
14,2015-01-15,934.9500119999999,937.400024,909.7000119999999,921.5499880000001,873.446716,3534537.0,8494.150391,1992.6700440000002,17320.710938,4570.819824,10.900023999999803,27.70001200000013,,,,861.4199892,,,0,0,0,0,0,0,0,0,0,0,0,-0.002705484253173074,0.026167234399382622,-0.009247876125553667,-0.00610422663521315,-0.01476509544473259,921.55,0.0,-0.1034,2015-01-15,877.4221726148453
15,2015-01-16,928.0,947.0,925.0,941.0499880000001,891.928833,2021113.0,8513.799805,2019.4200440000002,17511.570313,4634.379883,6.4500119999999015,22.0,,,,878.0549868000002,,,0,0,0,0,0,0,0,0,0,0,0,0.021159982242122233,0.0023132877445659616,0.01342419939545203,0.01101914209429311,0.013905614626563256,941.05,1.0,9.1471,2015-01-16,881.9173208533432
16,2015-01-17,928.0,947.0,925.0,941.0499880000001,891.928833,2021113.0,8513.799805,2019.4200440000002,17511.570313,4634.379883,-13.049988000000099,22.0,,,,891.9699832000002,,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,941.05,1.0,,2015-01-17,886.6121775449835
17,2015-01-18,928.0,947.0,925.0,941.0499880000001,891.928833,2021113.0,8513.799805,2019.4200440000002,17511.570313,4634.379883,-13.049988000000099,22.0,,,,904.3699832000002,,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,941.05,1.0,,2015-01-18,891.0477401022224
18,2015-01-19,946.2999880000001,947.400024,886.0499880000001,892.5499880000001,845.9603880000001,7705398.0,8550.700195,2019.4200440000002,17511.570313,4634.379883,5.25,61.35003599999993,,,,907.1649844000003,,862.9435109466166,0,0,0,0,0,0,0,0,0,0,0,-0.051538243074153445,0.004334185774291788,0.0,0.0,0.0,892.55,0.0,-11.8911,2015-01-19,896.4619640833006
19,2015-01-20,889.900024,903.0,877.75,895.4500119999999,848.709167,4355821.0,8695.599609,2022.550049,17515.230469,4654.850098,-2.649964000000068,25.25,,992.301,708.894,910.2499880000003,850.5974946000002,866.039368189796,0,0,0,0,0,0,0,0,0,0,0,0.003249299895115021,0.016945912111937966,0.0015499524278266286,0.00020901357985469993,0.0044170343210512275,895.45,1.0,0.1917,2015-01-20,900.5082753243862
20,2015-01-21,897.0,948.400024,888.5,941.9500119999999,892.7819210000001,4103989.0,8729.5,2032.119995,17554.279297,4667.419922,1.5499880000000985,59.90002400000003,,1000.111,719.434,917.9849916000003,859.7724946000002,873.2689533145773,0,0,0,0,0,0,0,0,0,0,0,0.051929159850820916,0.0038985685317103336,0.004731623825443343,0.0022294213067373114,0.0027003713836888377,941.95,1.0,13.3201,2015-01-21,906.9380257178816
21,2015-01-22,944.0,961.2999880000001,931.2999880000001,944.650024,895.340942,3585572.0,8761.400391,2063.149902,17813.980469,4750.399902,2.0499880000000985,30.0,,1005.47,732.945,922.7899964000004,869.2074952,880.0671505227127,0,0,0,0,0,0,0,0,0,0,0,0.0028663450052097694,0.003654320522366694,0.015269721805970526,0.014794180245518707,0.017778554616196374,944.65,1.0,0.7844,2015-01-22,909.5068925550607
22,2015-01-23,947.0,968.849976,944.650024,965.2999880000001,914.913025,2450001.0,8835.599609,2051.820068,17672.599609,4757.879883,2.3499759999999696,24.19995199999994,,1011.393,747.957,930.8649964000003,879.674994,888.1845636157877,0,0,0,0,0,0,0,0,0,0,0,0.02185992182629337,0.008468876513875845,-0.005491522447795494,-0.00793651145211649,0.0015746002766736655,965.3,1.0,2.5812,2015-01-23,911.984698591291
23,2015-01-24,947.0,968.849976,944.650024,965.2999880000001,914.913025,2450001.0,8835.599609,2051.820068,17672.599609,4757.879883,-18.2999880000001,24.19995199999994,,1013.467,766.818,934.9899964000003,890.1424927999999,895.5288897476175,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,965.3,1.0,,2015-01-24,914.5432513673773
24,2015-01-25,947.0,968.849976,944.650024,965.2999880000001,914.913025,2450001.0,8835.599609,2051.820068,17672.599609,4757.879883,-18.2999880000001,24.19995199999994,,1011.777,789.008,939.3649964000003,900.3924927999999,902.1737562478445,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,965.3,1.0,,2015-01-25,916.7375074882523
25,2015-01-26,947.0,968.849976,944.650024,965.2999880000001,914.913025,2450001.0,8835.599609,2057.090088,17678.699219,4771.759765999999,-18.2999880000001,24.19995199999994,,1007.826,812.019,941.7899964000004,909.9224915999997,908.1857783194783,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0025684610859357804,0.00034514503440075117,0.0029172411538997967,965.3,1.0,,2015-01-26,919.8715220493598
26,2015-01-27,962.099976,967.900024,936.599976,941.9500119999999,892.7819210000001,3274894.0,8910.5,2029.550049,17387.210938,4681.5,-3.200012000000129,31.30004800000006,,1001.411,832.439,941.8799988000003,916.9249909999999,911.4014196223851,0,0,0,0,0,0,0,0,0,0,0,-0.024189298212253352,0.008477114662790441,-0.01338786237931644,-0.016488106810863323,-0.018915404468414998,941.95,0.0,-2.8535,2015-01-27,921.5698708260608
27,2015-01-28,938.0,940.7999880000001,928.150024,933.849976,885.1047359999999,2246526.0,8914.299805,2002.160034,17191.369141,4637.990234000001,-3.9500119999999015,12.649964000000068,,993.154,852.376,941.1599976000001,922.7649904,913.5393773726341,0,0,0,0,0,0,0,0,0,0,0,-0.008599171667142524,0.0004264412771450843,-0.013495609538427322,-0.011263554442304868,-0.009293979707358568,933.85,0.0,-20.165,2015-01-28,925.7084361432604
28,2015-01-29,931.0,948.0,926.400024,941.599976,892.4501339999999,3421454.0,8952.349609,2021.25,17416.849609,4683.410156,-2.8499759999999696,21.59997599999997,,991.843,861.387,946.0649964,926.6149904,916.2118153371451,0,0,0,0,0,0,0,0,0,0,0,0.008298902605804237,0.004268400752985402,0.009534685377702523,0.013115911022016702,0.009793018033336098,941.6,1.0,1.9443,2015-01-29,925.9480422262342
29,2015-01-30,941.0,941.0,927.7999880000001,932.5499880000001,883.8726199999999,1562161.0,8808.900391,1994.9899899999998,17164.949219,4635.240234000001,-0.5999759999999696,13.200011999999901,,988.355,871.67,949.7749940000001,930.0124909999998,917.7678317812265,0,0,0,0,0,0,0,0,0,0,0,-0.00961119694335777,-0.01602363896242265,-0.01299196536796543,-0.01446302836936908,-0.010285223885054706,932.55,0.0,0.5998,2015-01-30,926.1841050368331
30,2015-01-31,941.0,941.0,927.7999880000001,932.5499880000001,883.8726199999999,1562161.0,8808.900391,1994.9899899999998,17164.949219,4635.240234000001,8.450011999999901,13.200011999999901,,982.966,883.854,948.8349916000003,933.4099915999998,919.1756561830146,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,932.55,1.0,,2015-01-31,926.6274160609239
31,2015-02-01,941.0,941.0,927.7999880000001,932.5499880000001,883.8726199999999,1562161.0,8808.900391,1994.9899899999998,17164.949219,4635.240234000001,8.450011999999901,13.200011999999901,,981.652,888.763,947.6249880000003,935.2074921999996,920.4494020703464,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,932.55,1.0,,2015-02-01,926.862171539549
32,2015-02-02,926.349976,929.9500119999999,904.7999880000001,908.0,860.6040039999999,1822825.0,8797.400391,2020.8499760000002,17361.039063,4676.689941,-6.200012000000129,25.150023999999803,,978.414,894.346,941.8949892000003,936.3799927999996,919.2637447303134,0,0,0,0,0,0,0,0,0,0,0,-0.02632575721148589,-0.0013054977908195653,0.012962464037225674,0.011423852264179635,0.008942299623644345,908.0,0.0,20.1653,2015-02-02,928.2391207484014
33,2015-02-03,910.2000119999999,930.849976,908.0,910.849976,863.305176,1544881.0,8756.549805,2050.030029,17666.400391,4727.740234000001,2.2000119999999015,22.84997599999997,,978.967,892.473,936.4499880000001,935.7199921999998,918.4624334226645,0,0,0,0,0,0,0,0,0,0,0,0.003138693275240634,-0.004643483777524771,0.014439494938539577,0.017588885486168104,0.010915902838126934,910.85,1.0,-0.6759,2015-02-03,928.3902381464168
34,2015-02-04,910.900024,919.7999880000001,895.099976,899.900024,852.926941,1181845.0,8723.700195,2041.5100100000002,17673.019531,4716.700195,0.05004800000006071,24.70001200000013,,980.389,888.886,929.9099916000001,934.6374939999998,916.6945849062203,0,0,0,0,0,0,0,0,0,0,0,-0.012021513699345565,-0.0037514330108925353,-0.004156045950290732,0.0003746739490504414,-0.0023351619280189695,899.9,0.0,3.2045,2015-02-04,931.2479322768468
35,2015-02-05,907.2999880000001,919.7999880000001,901.2000119999999,909.0499880000001,861.599182,1711139.0,8711.700195,2062.52002,17884.880859,4765.100098,7.399964000000068,18.599976000000197,,980.065,886.01,924.2849916000001,933.0374939999998,915.9665280580089,0,0,0,0,0,0,0,0,0,0,0,0.010167624661770347,-0.0013755630904048743,0.010291406800400527,0.011987839861115734,0.010261390590673214,909.05,1.0,-7.3916,2015-02-05,930.4561526324554
36,2015-02-06,906.0,915.849976,899.400024,905.75,858.4714970000001,717674.0,8661.049805,2055.469971,17824.289063,4744.399902,-3.0499880000000985,16.44995199999994,,979.664,882.881,920.6649904000002,931.2724945999998,914.9935253858175,0,0,0,0,0,0,0,0,0,0,0,-0.003630092815013808,-0.005814064862914914,-0.0034181723966975053,-0.0033878780897502736,-0.004344126161943129,905.75,0.0,0.6244,2015-02-06,926.4620256346317
37,2015-02-07,906.0,915.849976,899.400024,905.75,858.4714970000001,717674.0,8661.049805,2055.469971,17824.289063,4744.399902,0.25,16.44995199999994,,978.96,880.055,917.8549928000002,929.5074951999999,914.1131896347872,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,905.75,1.0,,2015-02-07,922.9952462474419
38,2015-02-08,906.0,915.849976,899.400024,905.75,858.4714970000001,717674.0,8661.049805,2055.469971,17824.289063,4744.399902,0.25,16.44995199999994,,977.865,882.47,914.2699952000003,930.1674958,913.3166953838552,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,905.75,1.0,,2015-02-08,919.6436436537159
39,2015-02-09,905.75,914.599976,895.900024,900.150024,853.163757,860239.0,8526.349609,2046.7399899999998,17729.210938,4726.009765999999,0.0,18.69995199999994,,977.421,883.384,911.0299988000003,930.4024963999998,912.0627266806309,0,0,0,0,0,0,0,0,0,0,0,-0.00618277953146773,-0.015552409815521195,-0.004247194618831163,-0.005334188907279658,-0.003876177468144837,900.15,0.0,0.3975,2015-02-09,917.7425403892581
40,2015-02-10,895.0,907.5,885.400024,887.75,841.4110720000001,1058750.0,8565.549805,2068.590088,17868.759766,4787.640136999999,-5.15002400000003,22.09997599999997,,978.039,877.346,906.5500000000002,927.6924957999997,909.7472289015233,0,0,0,0,0,0,0,0,0,0,0,-0.013775415216096598,0.004597535615783466,0.010675561188404847,0.007871124580107303,0.013040677876584805,887.75,0.0,-2.9963,2015-02-10,914.9393633558547
41,2015-02-11,890.349976,902.9500119999999,884.599976,900.2999880000001,853.305908,897359.0,8627.400391,2068.530029,17862.140625,4801.180176,2.5999759999999696,18.350035999999932,,976.578,874.372,903.3250000000002,925.4749939999998,908.8474916728068,0,0,0,0,0,0,0,0,0,0,0,0.014136771425798278,0.007220854166756885,-2.9033785063692363e-05,-0.0003704309133191197,0.0028281237963898587,900.3,1.0,1.9578,2015-02-11,915.0966684264347
42,2015-02-12,905.0,910.7999880000001,885.2999880000001,887.7999880000001,841.458374,1121008.0,8711.549805,2088.47998,17972.380859,4857.609863000001,4.7000119999999015,25.5,,971.732,871.468,901.3049988000002,921.5999939999998,906.8429675134919,0,0,0,0,0,0,0,0,0,0,0,-0.013884275133836277,0.009753739270961015,0.009644506350069637,0.006171725792244009,0.01175329500902289,887.8,0.0,-1.4235,2015-02-12,911.945649283862
43,2015-02-13,892.400024,898.7999880000001,885.2000119999999,892.7999880000001,846.197327,1344229.0,8805.5,2096.98999,18019.349609,4893.839844,4.600035999999932,13.599976000000197,,965.202,870.748,899.5000000000003,917.9749939999998,905.5055408931594,0,0,0,0,0,0,0,0,0,0,0,0.005631832953866267,0.010784555802697326,0.004074738604868067,0.002613384969330834,0.007458396623401198,892.8,1.0,0.5222,2015-02-13,909.3434321287133
44,2015-02-14,892.400024,898.7999880000001,885.2000119999999,892.7999880000001,846.197327,1344229.0,8805.5,2096.98999,18019.349609,4893.839844,-0.39996400000006815,13.599976000000197,,957.21,871.49,898.7899964000004,914.3499939999998,904.295488236668,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,892.8,1.0,,2015-02-14,907.4773257478806
45,2015-02-15,892.400024,898.7999880000001,885.2000119999999,892.7999880000001,846.197327,1344229.0,8805.5,2096.98999,18019.349609,4893.839844,-0.39996400000006815,13.599976000000197,,947.235,874.215,897.1649964000004,910.7249939999998,903.2006786903187,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,892.8,1.0,,2015-02-15,905.911900298463
46,2015-02-16,886.349976,920.0,886.349976,907.0,859.65625,1635273.0,8809.349609,2096.98999,18019.349609,4893.839844,-6.450012000000129,33.65002400000003,,942.41,875.545,897.2899964000004,908.9774933999997,903.5625188150502,0,0,0,0,0,0,0,0,0,0,0,0.015905182598148215,0.0004371823292261823,0.0,0.0,0.0,907.0,1.0,36.3811,2015-02-16,905.9304897597788
47,2015-02-17,886.349976,920.0,886.349976,907.0,859.65625,1635273.0,8809.349609,2100.340088,18047.580078,4899.27002,-20.65002400000003,33.65002400000003,,938.952,876.318,897.4149964000004,907.6349945999997,903.8898979755216,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0015975746264769164,0.0015666752470298029,0.0011095941373433504,907.0,1.0,,2015-02-17,905.1768925896558
48,2015-02-18,902.0,923.349976,902.0,912.900024,865.24823,2178775.0,8869.099609,2099.679932,18029.849609,4906.359863000001,-5.0,21.34997599999997,,933.312,879.088,898.1299988000004,906.1999969999995,904.7480052159482,0,0,0,0,0,0,0,0,0,0,0,0.006504902395579659,0.006782566551673419,-0.00031430909868912504,-0.0009824291635426308,0.0014471223204799433,912.9,1.0,0.9591,2015-02-18,907.4350818538519
49,2015-02-19,919.9500119999999,922.7999880000001,895.0,908.150024,860.746277,1034454.0,8895.299805,2097.449951,17985.769531,4924.700195,7.049987999999871,27.7999880000001,,929.134,880.826,898.9299988000005,904.9799987999995,905.0720070049055,0,0,0,0,0,0,0,0,0,0,0,-0.005203076809530249,0.002954098742268263,-0.0010620575860226245,-0.0024448389174580587,0.0037380731361162933,908.15,0.0,-1.7613,2015-02-19,906.4530923620352
50,2015-02-20,905.5,909.7000119999999,899.0,900.25,853.258667,623253.0,8833.599609,2110.300049,18140.439453,4955.970215,-2.6500240000000304,10.700011999999901,,923.788,882.942,900.1799988000005,903.3649993999995,904.6127682425334,0,0,0,0,0,0,0,0,0,0,0,-0.008698974599224418,-0.006936269417846752,0.006126533791127375,0.008599572108016318,0.006349629167629045,900.25,0.0,1.2541,2015-02-20,906.0081781562353
51,2015-02-21,905.5,909.7000119999999,899.0,900.25,853.258667,623253.0,8833.599609,2110.300049,18140.439453,4955.970215,5.25,10.700011999999901,,916.878,886.622,900.1750000000004,901.7499999999997,904.1972665051493,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,900.25,1.0,,2015-02-21,906.2489705813141
52,2015-02-22,905.5,909.7000119999999,899.0,900.25,853.258667,623253.0,8833.599609,2110.300049,18140.439453,4955.970215,5.25,10.700011999999901,,916.211,886.514,901.4200012000003,901.3624999999996,903.8213363618017,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,900.25,1.0,,2015-02-22,906.7034296485027
53,2015-02-23,903.0,913.849976,883.0499880000001,886.150024,839.894592,1054383.0,8754.950195,2109.659912,18116.839844,4960.970215,2.75,30.79998799999987,,915.742,884.513,900.7550048000003,900.1275023999995,902.1383542321063,0,0,0,0,0,0,0,0,0,0,0,-0.015662395844143195,-0.008903438856326495,-0.00030333932859605284,-0.0013009392115965746,0.0010088841908022506,886.15,0.0,1.7591,2015-02-23,908.6211876299087
54,2015-02-24,889.0,915.599976,887.0,913.7000119999999,866.006531,2100402.0,8762.099609,2115.47998,18209.189453,4968.120117,2.8499759999999696,28.59997599999997,,917.568,884.067,902.8450072000002,900.8175017999996,903.2394644957152,0,0,0,0,0,0,0,0,0,0,0,0.031089542960171856,0.0008166138973679793,0.002758770722662396,0.0050974457905021975,0.0014412305839655026,913.7,1.0,38.0713,2015-02-24,909.6068895534455
55,2015-02-25,916.5,917.5,894.0,901.900024,854.822449,1141174.0,8767.25,2113.860107,18224.570313,4967.140136999999,2.7999880000000985,23.5,,916.77,884.15,903.7550108000002,900.4600035999996,903.1118987342185,0,0,0,0,0,0,0,0,0,0,0,-0.012914546945835936,0.0005878032925703547,-0.000765723625519743,0.0008446757083668821,-0.00019725368487921724,901.9,0.0,-21.9709,2015-02-25,913.4313789077011
56,2015-02-26,905.7000119999999,905.7000119999999,883.7999880000001,886.400024,840.1314699999999,1194401.0,8683.849609,2110.73999,18214.419922,4987.890136999999,3.799987999999871,21.900023999999803,,916.75,882.235,901.6950132000002,899.4925047999996,901.5202916166738,0,0,0,0,0,0,0,0,0,0,0,-0.017186000457973583,-0.009512719609911846,-0.0014760281390748808,-0.0005569618830880696,0.004177454113974743,886.4,0.0,1.8066,2015-02-26,913.7760490229335
57,2015-02-27,889.7999880000001,893.0,880.400024,887.150024,840.8424679999999,1906598.0,8844.599609,2104.5,18132.699219,4963.529785,3.399964000000068,12.59997599999997,,916.395,880.73,899.7100156000002,898.5625059999995,900.1516947008001,0,0,0,0,0,0,0,0,0,0,0,0.000846293735431658,0.018511375396621066,-0.0029563044380468417,-0.004486593772953351,-0.0048838990697279705,887.15,1.0,0.0457,2015-02-27,914.4146703537858
58,2015-02-28,889.7999880000001,893.0,880.400024,887.150024,840.8424679999999,1906598.0,8844.599609,2104.5,18132.699219,4963.529785,2.649964000000068,12.59997599999997,,915.823,879.442,897.1350156000002,897.6325071999994,898.913440348343,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,887.15,1.0,,2015-02-28,915.4801727111382
59,2015-03-01,889.7999880000001,893.0,880.400024,887.150024,840.8424679999999,1906598.0,8844.599609,2104.5,18132.699219,4963.529785,2.649964000000068,12.59997599999997,,915.715,878.25,895.0350156000002,896.9825071999994,897.7931149818342,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,887.15,1.0,,2015-03-01,916.4835987711883
60,2015-03-02,914.0,939.9500119999999,906.099976,935.650024,886.81073,2792110.0,8956.75,2117.389893,18288.630859,5008.100098,26.84997599999997,33.85003599999993,,924.349,874.406,898.5750180000002,899.3775083999993,901.3985348883261,1,0,0,0,0,0,0,0,0,0,0,0.054669291513472995,0.012680098134219442,0.006124919458303735,0.008599472043114842,0.00897955989600252,935.65,1.0,4.3114,2015-03-02,918.6812988654599
61,2015-03-03,939.900024,939.900024,923.25,929.7000119999999,881.171326,1510436.0,8996.25,2107.780029,18203.369141,4979.899902,4.25,16.65002400000003,,929.271,872.424,901.5200192000002,900.8475095999995,904.0939136608665,1,0,0,0,0,0,0,0,0,0,0,-0.006359196849140547,0.004410081781896391,-0.004538542491286046,-0.0046620066125968584,-0.005630917004087355,929.7,0.0,-1.442,2015-03-03,919.6504078973768
62,2015-03-04,931.099976,945.2999880000001,913.0,916.099976,868.28125,1202376.0,8922.650391,2098.530029,18096.900391,4967.140136999999,1.3999640000000682,32.2999880000001,,930.769,873.756,903.1050168000002,902.2625089999996,905.2373481693554,0,0,0,0,0,0,0,0,0,0,0,-0.014628342547769235,-0.008181143142976355,-0.004388503483633732,-0.005848848593648426,-0.0025622533085205568,916.1,0.0,1.7881,2015-03-04,923.2073912512271
63,2015-03-05,913.4500119999999,946.349976,913.4500119999999,939.7000119999999,890.6493529999999,2301603.0,8937.75,2101.040039,18135.720703,4982.810059,-2.649964000000068,32.89996400000007,,937.252,871.963,908.4600156,904.6075101999998,908.5195066294168,1,0,0,0,0,0,0,0,0,0,0,0.025761356703257077,0.0016922784529618262,0.0011960800966932528,0.0021451359714232954,0.0031547171144370445,939.7,1.0,15.2229,2015-03-05,922.9763021695529
64,2015-03-06,913.4500119999999,946.349976,913.4500119999999,939.7000119999999,890.6493529999999,2301603.0,8937.75,2071.26001,17856.779297,4927.370117,-26.25,32.89996400000007,,942.623,871.282,911.0600156,906.9525113999998,911.4890785694723,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.014173946449004382,-0.015380773147540605,-0.011126240282802624,939.7,1.0,,2015-03-06,922.7905005970052
65,2015-03-07,913.4500119999999,946.349976,913.4500119999999,939.7000119999999,890.6493529999999,2301603.0,8937.75,2071.26001,17856.779297,4927.370117,-26.25,32.89996400000007,,947.151,871.444,914.8400144,909.2975125999999,914.1758341342845,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,939.7,1.0,,2015-03-07,922.8071264906148
66,2015-03-08,913.4500119999999,946.349976,913.4500119999999,939.7000119999999,890.6493529999999,2301603.0,8937.75,2071.26001,17856.779297,4927.370117,-26.25,32.89996400000007,,951.121,870.744,920.1700131999999,910.9325132,916.6067082167336,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,939.7,1.0,,2015-03-08,922.561266878733
67,2015-03-09,936.0,981.0,931.0,976.0,925.054565,3529726.0,8756.75,2079.429932,17995.720703,4942.439941,-3.7000119999999015,50.0,,963.911,864.854,929.0550107999998,914.3825132,922.2632121960924,1,0,0,0,0,0,0,0,0,0,0,0.03862935720338423,-0.02025118178512486,0.003944421251101282,0.007780877149741183,0.0030583909148627075,976.0,1.0,-1.9075,2015-03-09,923.3491222740133
