date,open,high,low,close,adj close,volume,vwap,nse,spy,dj,nasdaq,pcod,hld,rsi,bbul,bbll,stma,ltma,ema,scul,scll,stma_cut_ltma_b,stma_cut_ltma_a,close_pr_cut_stma_b,close_pr_cut_stma_a,close_pr_cut_ltma_b,close_pr_cut_ltma_a,dr_stock,dr_nse,dr_spy,dr_dj,dr_nasdaq,price_movmnt,beta,ds,ts_close_pr,close_-1_s,tr,atr,wr_10,rsv_9,kdjk_9,kdjk,kdjd_9,kdjd,kdjj_9,kdjj,close_12_ema,close_26_ema,macd,macds,macdh,stock
2015-01-01,216.30000299999998,219.16700699999998,214.06700099999998,218.06700099999998,168.42486599999998,1446501.0,650.33,8395.450195,2058.199951,17832.990234,4726.810059,,5.100006000000008,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,2015-01-01,209.21016032411433,,,,21.568719723074953,78.43128027692505,59.47709342564168,59.47709342564168,53.159031141880554,53.159031141880554,72.11321799316393,72.11321799316393,218.06700099999998,218.06700099999998,0.0,0.0,0.0,BPCL
2015-01-02,216.96699500000003,218.632996,214.149994,214.80000299999998,165.901581,3071145.0,648.43,8395.450195,2058.199951,17832.990234,4726.810059,-1.1000059999999507,4.483001999999999,,,,,,,0,0,0,0,0,0,0,0,-0.01498166547450297,0.0,0.0,0.0,0.0,0.0,,2015-01-02,210.4884195307152,218.06700099999998,4.483001999999999,4.483001999999999,85.62742867361337,14.372571326386636,44.44225272588999,44.44225272588999,50.25343833655036,50.25343833655036,32.81988150456925,32.81988150456925,216.2973770833333,216.37067511538459,-0.07329803205129792,-0.04072112891738774,-0.06515380626782037,BPCL
2015-01-03,216.96699500000003,218.632996,214.149994,214.80000299999998,165.901581,3071145.0,648.43,8395.450195,2058.199951,17832.990234,4726.810059,2.16699200000005,4.483001999999999,,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,2015-01-03,211.50299587794782,214.80000299999998,4.483001999999999,4.483001999999999,85.62742867361337,14.372571326386636,34.41902559272221,34.41902559272221,44.975300755274304,44.975300755274304,13.306475267618012,13.306475267618012,215.71295163279441,215.80634787432228,-0.09339624152786996,-0.06230928982332307,-0.062173903409093775,BPCL
2015-01-04,216.96699500000003,218.632996,214.149994,214.80000299999998,165.901581,3071145.0,648.43,8395.450195,2058.199951,17832.990234,4726.810059,2.16699200000005,4.483001999999999,,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,2015-01-04,212.50992580394237,214.80000299999998,4.483001999999999,4.483001999999999,85.62742867361337,14.372571326386636,27.73687417061035,27.73687417061035,39.22915856038632,39.22915856038632,4.752305391058414,4.752305391058414,215.4247694278735,215.5250178243097,-0.10024839643619998,-0.07516129070844398,-0.05017421145551201,BPCL
2015-01-05,215.0,216.483002,213.766998,215.21699500000003,166.223648,3283116.0,645.09,8378.400391,2020.5799559999998,17501.650391,4652.569824,0.19999700000002463,2.716003999999998,,,,,,,0,0,0,0,0,0,0,0,0.0019413136273849219,-0.0020308385618384994,-0.01827810508970329,-0.01858016174809962,-0.0157062022956993,1.0,-0.9559,2015-01-05,213.64760869627293,214.80000299999998,2.716003999999998,3.991003774530694,73.1482484566224,26.8517515433776,27.441833294866097,27.441833294866097,35.30005013854624,35.30005013854624,11.725399607505807,11.725399607505807,215.36831785840124,215.4535860608817,-0.08526820248044942,-0.07816786846070642,-0.014200668039485997,BPCL
2015-01-06,217.46699500000003,218.43299900000002,210.0,213.05000299999998,164.549973,6560505.0,644.43,8127.350098000001,2002.609985,17371.640625,4592.740234000001,2.25,8.432999000000024,,,,,,,0,0,0,0,0,0,0,0,-0.010068814035413265,-0.02996398850425841,-0.008893471870112801,-0.007428428925014718,-0.012859471703438374,0.0,0.336,2015-01-06,214.91097057243698,215.21699500000003,8.432999000000024,5.015700008755132,66.7284752809725,33.2715247190275,29.385063769586562,29.385063769586562,33.32838801555968,33.32838801555968,21.49841527764032,21.49841527764032,214.8048453817182,214.97216754407785,-0.16732216235965325,-0.102333638990172,-0.1299770467389625,BPCL
2015-01-07,212.33299300000002,216.44999700000002,212.33299300000002,214.983002,166.042938,3928182.0,644.83,8102.100098000001,2025.9000239999998,17584.519531,4650.470215,-0.7170099999999593,4.1170040000000085,,,,,,,0,0,0,0,0,0,0,0,0.009073018808699596,-0.0031067936898908632,0.011629842642575161,0.012254392696429806,0.012569833706819633,1.0,-2.9204,2015-01-07,215.62836297834355,213.05000299999998,4.1170040000000085,4.836865712056754,45.64199634624466,54.35800365375534,37.709377064309486,37.709377064309486,34.788717698476276,34.788717698476276,43.55069579597591,43.55069579597591,214.84460040776534,214.97409439589924,-0.1294939881339019,-0.10920719878626826,-0.04057357869526726,BPCL
2015-01-08,216.33299300000002,227.30000299999998,216.33299300000002,225.867004,174.44923400000002,8420097.0,669.86,8234.599609,2062.139893,17907.869141,4736.189941,1.349991000000017,10.96700999999996,,,,,,,0,0,0,0,0,0,0,0,0.050627241972796444,0.016353724268687753,0.01788828104579765,0.018388310776985328,0.018432485756711747,1.0,3.0958,2015-01-08,217.43499638314944,214.983002,12.317000999999976,6.156963335324256,8.283229777474425,91.71677022252558,55.71184145038151,55.71184145038151,41.76309228244469,41.76309228244469,83.60933978625516,83.60933978625516,217.14480614798822,216.7292120411825,0.4155941068057132,0.016912423838223927,0.7973633659349785,BPCL
2015-01-09,228.0,229.33299300000002,224.16700699999998,226.44999700000002,174.899506,5039577.0,681.47,8284.5,2044.810059,17737.369141,4704.069824,2.1329959999999915,5.165986000000032,,,,,,,0,0,0,0,0,0,0,0,0.0025811062030802745,0.00605984423886996,-0.008403811040573306,-0.009520954093284129,-0.006781847307673172,1.0,0.4259,2015-01-09,218.62231763473642,225.867004,5.165986000000032,5.998700970072692,14.912310783953572,85.08768921604643,65.50379070560315,65.50379070560315,49.67665842349751,49.67665842349751,97.15805526981445,97.15805526981445,218.9857040979331,218.17004577185935,0.8156583260737591,0.20142668985348716,1.228463272440544,BPCL
2015-01-10,228.0,229.33299300000002,224.16700699999998,226.44999700000002,174.899506,5039577.0,681.47,8284.5,2044.810059,17737.369141,4704.069824,1.5500029999999754,5.165986000000032,,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,2015-01-10,219.51834622676836,226.44999700000002,5.165986000000032,5.876500816344346,14.912310783953572,85.08768921604643,72.03175687575092,72.03175687575092,57.12835790758197,57.12835790758197,101.8385548120888,101.8385548120888,220.40018470191916,219.3125984551617,1.0875862467574677,0.3999778720916605,1.3752167493316145,BPCL
